<<<<<<< HEAD
/ [GET, 404, 127.0.0.1, 2022-03-18 10:37:27.646207, 0.001s, 22B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:47:17.996085, 0.1733s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:17.998547, 0.0627s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:47:29.834348, 0.1276s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:47:32.179143, 0.1345s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:47:32.276475, 0.0598s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:47:32.404537, 0.1269s, 528B]
/v1/answer/zb0cSJ1EET7P4HK7EID3 [GET, 200, 127.0.0.1, 2022-04-16 19:47:32.405499, 0.1275s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:47:35.118889, 0.1351s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:35.120355, 0.0685s, 7B]
/v1/quiz/Influenza/1 [GET, 200, 127.0.0.1, 2022-04-16 19:47:41.903191, 0.1147s, 579B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:47:47.389490, 0.0808s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/1/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:47:47.420458, 0.001s, 2B]
/v1/quiz/Influenza/1 [GET, 200, 127.0.0.1, 2022-04-16 19:47:47.546643, 0.1255s, 579B]
/v1/answer/z877k7QsbNHsnfDgkill [GET, 200, 127.0.0.1, 2022-04-16 19:47:47.547944, 0.1267s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/1/0 [POST, 200, 127.0.0.1, 2022-04-16 19:47:47.707775, 0.1553s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:47:50.032940, 0.1499s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:50.035255, 0.0659s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:48:59.377214, 0.2013s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:49:01.539544, 0.0005s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:49:01.624994, 0.0832s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:49:01.726208, 0.0669s, 2B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:49:01.727978, 0.0683s, 528B]
/v1/answer/GBpZaHHDziJv1EeAx1sQ [GET, 200, 127.0.0.1, 2022-04-16 19:49:01.781131, 0.0539s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:49:01.844548, 0.0598s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:49:13.006275, 0.1413s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:49:13.006957, 0.1418s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:49:14.361214, 0.1043s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:49:16.108997, 0.1372s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:49:16.292344, 0.1455s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:49:16.294129, 0.0693s, 528B]
/v1/answer/IW9nxJVyTtN9GXhMsGMz [GET, 200, 127.0.0.1, 2022-04-16 19:49:16.355212, 0.0618s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:49:54.920887, 0.1368s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:49:54.921652, 0.1374s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:49:55.676786, 0.1079s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:49:57.694703, 0.0857s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:49:57.848517, 0.1215s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:49:57.850237, 0.0714s, 528B]
/v1/answer/2UNwUgNqYpxkDfaTJlbR [GET, 200, 127.0.0.1, 2022-04-16 19:49:57.916008, 0.0664s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:50:51.118344, 0.0888s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:50:51.185030, 0.0635s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:50:52.138856, 0.0999s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:50:55.324257, 0.118s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:50:55.498302, 0.1397s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:50:55.501925, 0.0874s, 528B]
/v1/answer/AnZ2wPWhLmsoY7fpFrnI [GET, 200, 127.0.0.1, 2022-04-16 19:50:55.576285, 0.0771s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:50:59.110992, 0.137s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:50:59.120074, 0.0688s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:51:00.000131, 0.0918s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:51:07.068928, 0.1426s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:51:07.164407, 0.0628s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:51:07.301765, 0.1379s, 528B]
/v1/answer/KyNsCv6IiFLyx53om3AD [GET, 200, 127.0.0.1, 2022-04-16 19:51:07.302499, 0.1383s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:51:48.970212, 0.1733s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:51:48.971026, 0.174s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:51:50.134052, 0.3106s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:51:52.237817, 0.0806s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:51:52.408344, 0.1414s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:51:52.472011, 0.1451s, 528B]
/v1/answer/J8hOSkxPx7eZJ0YOAaHm [GET, 200, 127.0.0.1, 2022-04-16 19:51:52.473897, 0.0646s, 213B]
/v1/quiz/complete/undefined//undefined/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:53:24.334733, 0.2749s, 2B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 19:53:24.335570, 0.2756s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 19:53:24.336604, 0.0815s, 4B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 19:53:24.339591, 0.0008s, 22B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:53:40.856826, 0.0545s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:53:41.955887, 0.1184s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:53:41.987875, 0.1474s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:53:42.047398, 0.2071s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:53:42.149621, 0.3095s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:53:44.749520, 0.1456s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:53:44.752370, 0.0651s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:53:46.351800, 0.1058s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:53:59.563735, 0.1195s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:53:59.696643, 0.0902s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:53:59.839015, 0.1429s, 528B]
/v1/answer/NX14wdj06QlDrmQaPxG8 [GET, 200, 127.0.0.1, 2022-04-16 19:53:59.840139, 0.1437s, 213B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 19:55:32.718098, 0.2387s, 22B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 19:55:32.719446, 0.2392s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 19:55:32.720198, 0.2398s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:55:40.310188, 0.0637s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:55:41.084809, 0.0688s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:55:41.112058, 0.0879s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:55:41.173757, 0.1537s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:55:41.270885, 0.2512s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:55:43.666489, 0.1067s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:55:43.667346, 0.0549s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:55:44.849673, 0.0692s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:55:49.391489, 0.1163s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:55:49.489851, 0.0602s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:55:49.616310, 0.1271s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:55:49.618685, 0.0572s, 213B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.283418, 0.2487s, 22B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 19:58:09.284256, 0.2494s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.422706, 0.1965s, 4B]
/v1/quiz/complete/Influenza//0/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:58:09.426112, 0.1414s, 2B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.427210, 0.1423s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.427868, 0.1424s, 213B]
/v1/quiz/complete/Influenza//0/0 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.433642, 0.0009s, 22B]
/v1/quiz/complete/Influenza//0/0 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.498629, 0.0574s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.570160, 0.128s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.571772, 0.0735s, 213B]
/v1/quiz/complete/Influenza//0/1 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:58:09.573331, 0.0042s, 2B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.710092, 0.1341s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.714255, 0.0676s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.715073, 0.0681s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.716299, 0.0088s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.718153, 0.006s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.786485, 0.0689s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.844797, 0.0584s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.907184, 0.0636s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.908875, 0.0643s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.909567, 0.0644s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:09.969955, 0.0612s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:09.970542, 0.0612s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.036257, 0.0665s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.087219, 0.1149s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.089928, 0.0532s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.091921, 0.0024s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.092494, 0.0028s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.207578, 0.1159s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.208695, 0.0563s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.209042, 0.0566s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.210372, 0.0023s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.263871, 0.0538s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.318318, 0.0552s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.319641, 0.0558s, 213B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.383436, 0.0639s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.383881, 0.0637s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.438386, 0.055s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.440779, 0.0559s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.522415, 0.0833s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.523265, 0.084s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.525571, 0.0833s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.584272, 0.0589s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.647652, 0.0625s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.648299, 0.0629s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.706145, 0.0594s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.706761, 0.0598s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.766231, 0.0602s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.818788, 0.1104s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.821712, 0.0547s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.822184, 0.055s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.823745, 0.003s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.944289, 0.1206s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:10.948105, 0.0616s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.950908, 0.0056s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:10.951485, 0.0058s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.027987, 0.0774s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.084417, 0.0582s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.086258, 0.0586s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.139024, 0.0562s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.141419, 0.0543s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.210194, 0.069s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.282959, 0.074s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.284887, 0.0741s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.343803, 0.1328s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.346278, 0.0619s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.346860, 0.0622s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.410163, 0.064s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.464591, 0.1159s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.466241, 0.055s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.466629, 0.0549s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.467836, 0.0023s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.532860, 0.0651s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.583266, 0.0509s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.585888, 0.0526s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.647943, 0.1145s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.650715, 0.0653s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.714977, 0.0645s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.769870, 0.1169s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.773303, 0.0573s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.774297, 0.058s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.775810, 0.0038s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.836365, 0.0607s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.900466, 0.0652s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.903094, 0.0659s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:11.969689, 0.1323s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:11.971785, 0.069s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.033964, 0.0623s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.085392, 0.1119s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.088154, 0.0534s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.089076, 0.0541s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.091742, 0.0045s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.144232, 0.0527s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.198153, 0.0544s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.199190, 0.0546s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.199669, 0.0549s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.313491, 0.1132s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.314929, 0.0547s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.316275, 0.0029s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.359813, 0.0446s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.420704, 0.1029s, 213B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.423205, 0.0625s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.424023, 0.0632s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.425788, 0.0052s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.557095, 0.1303s, 213B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.562918, 0.0715s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.566388, 0.0081s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.567298, 0.0086s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.625468, 0.0595s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.692748, 0.0688s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.694394, 0.0691s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.739863, 0.0448s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.740220, 0.0451s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.790148, 0.0497s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.790730, 0.0495s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.846698, 0.0571s, 22B]
